Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Traffic Type,Traffic Subtype
3a74a9650668deb3f298405a273a6f9b7c37e135e9bcfb3c655bd267bced0617,136.162.16.0,0,255.255.255.1,1,0,01/01/1970 07:44:16 AM,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,3,0,3,0,3,3,3,3,0,0,0,0,0,0,0,,0,,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,3,3,0,0,Audio,Audio
74ea332898ac1b41bc009aea3d9976f73b1d23bc80f2c9145d96270ce76e810b,192.168.1.70,2,192.168.1.3,3,3,01/01/1970 07:44:31 AM,3,3,2,2,1,3,0,2,0,3,0,1,2,1,2,0,0,1,2,3,0,2,0,1,3,0,0,3,0,0,,0,,3,2,0,2,0,4,1,2,2,0,0,0,2,2,1,0,0,2,0,1,1,,,,0,0,0,0,0,2,0,3,2,0,4,0,0,0,0,0,1,2,1,0,Audio,Audio
e31ad600cef540fc80c6245c120a6dd22d62b5e2eef2182fc2962d6fa2529db7,192.168.1.90,4,192.168.1.3,3,1,01/01/1970 07:44:40 AM,0,3,0,0,0,3,0,0,0,3,1,0,2,2,0,1,0,2,0,3,0,0,0,0,3,1,1,3,0,0,,2,0.0,3,2,0,0,1,4,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,,0.0,0.0,1,0,1,2,0,0,0,0,2,1,4,0,0,0,0,0,0,1,1,0,Audio,Audio
27679f014ab48b5e96e45cfae7dbd103869944072599b5b7fb22e7a3c6076983,192.168.1.90,4,192.168.1.3,3,4,01/01/1970 07:45:50 AM,3,1,2,0,1,0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,2,0,1,0,3,0,1,3,0,1,,1,0.0,0,0,0,1,1,1,1,1,1,2,0,0,0,1,0,0,0,2,0,0,1,0.0,,0.0,0,2,0,0,0,1,0,0,0,0,0,2,0,2,2,0,0,1,2,0,Audio,Audio
70b2bfbd70d25fa21e7a7ebb4b9bfdb287da033a638f4b6d9a7e6f10b5133da9,192.168.1.3,4,192.168.1.90,3,0,01/01/1970 07:45:50 AM,3,0,0,1,0,0,0,1,2,0,0,0,1,1,1,0,2,2,0,3,1,0,0,0,3,2,2,3,0,0,,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,1,1,0,0,0,0,0,0,1,0,4,2,0,2,2,1,0,0,1,0,Audio,Audio
3a74a9650668deb3f298405a273a6f9b7c37e135e9bcfb3c655bd267bced0617,136.162.16.0,0,255.255.255.1,1,0,01/01/1970 07:46:19 AM,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,3,3,1,3,3,3,3,0,0,0,0,1,0,0,,0,,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,,,0.0,0,0,1,1,0,0,2,0,0,0,0,2,0,1,0,3,3,0,3,0,Audio,Audio
e31ad600cef540fc80c6245c120a6dd22d62b5e2eef2182fc2962d6fa2529db7,192.168.1.90,3,192.168.1.3,3,0,01/01/1970 07:46:24 AM,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0,,1,,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0,Audio,Audio
44f9ae68e194ba8e22c3c537a6fc8d751f9ac960ecd8a9ff4e618886890f23a1,192.168.1.90,2,192.168.1.3,3,0,01/01/1970 07:46:29 AM,3,3,2,1,0,3,0,1,3,0,0,0,2,0,1,0,0,1,0,3,0,1,1,1,3,1,1,3,1,0,,0,,3,2,0,0,2,4,0,2,1,0,3,0,0,2,0,0,0,0,1,0,1,0.0,,,0,0,2,0,0,0,0,3,0,1,4,2,0,2,2,2,1,1,2,0,Audio,Audio
74ea332898ac1b41bc009aea3d9976f73b1d23bc80f2c9145d96270ce76e810b,192.168.1.70,3,192.168.1.3,3,1,01/01/1970 07:46:31 AM,2,0,2,0,0,3,0,0,3,3,0,0,2,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0.0,2,0.0,2,2,0,1,0,4,0,2,0,0,0,0,2,2,0,0,0,2,0,1,0,,,,0,0,0,2,1,2,1,2,2,0,4,0,0,0,0,0,2,0,0,0,Audio,Audio
c0402186fcffc4e54306dd2568868c2f0b06a4388a0aad70d98c6e6767a57ef2,192.168.1.70,3,192.168.1.3,3,1,01/01/1970 07:47:07 AM,0,2,0,0,1,2,0,0,0,3,1,2,0,2,0,1,0,0,0,0,0,0,1,0,2,0,2,3,0,0,,0,0.0,0,0,0,0,0,4,1,1,0,3,0,0,0,2,2,1,0,1,1,0,1,,0.0,0.0,1,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1,0,Audio,Audio
df9890786d502a64ac5560aae071ac21e47e96ce868a6494ab1cd20dfcf1b1cf,192.168.1.70,2,192.168.1.3,0,1,01/01/1970 07:47:18 AM,3,3,2,1,2,0,1,0,3,0,1,0,0,2,0,1,2,2,2,3,1,1,0,0,3,0,0,0,0,0,,1,,0,2,0,2,2,0,1,2,2,0,3,0,2,2,1,0,2,0,0,1,1,0.0,,,1,0,1,1,1,2,1,3,1,2,4,0,1,0,0,0,0,0,0,0,Audio,Audio
27679f014ab48b5e96e45cfae7dbd103869944072599b5b7fb22e7a3c6076983,192.168.1.90,4,192.168.1.3,3,0,01/01/1970 07:47:50 AM,3,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,0,3,1,2,1,2,0,0,1,3,2,1,0.0,0,0.0,0,2,0,2,1,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,,,0.0,0,1,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Audio,Audio
70b2bfbd70d25fa21e7a7ebb4b9bfdb287da033a638f4b6d9a7e6f10b5133da9,192.168.1.3,4,192.168.1.90,3,0,01/01/1970 07:47:55 AM,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,3,1,3,0,0,3,2,0,0,0,0,,0,,1,1,0,1,0,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,,,,0,0,1,0,1,1,0,0,1,0,0,2,0,2,0,1,1,0,0,0,Audio,Audio
3a74a9650668deb3f298405a273a6f9b7c37e135e9bcfb3c655bd267bced0617,136.162.16.0,0,255.255.255.1,0,0,01/01/1970 07:48:22 AM,3,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,0,3,0,3,3,1,0,1,1,0,0,0,,0,,0,0,0,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,3,0,Audio,Audio
44f9ae68e194ba8e22c3c537a6fc8d751f9ac960ecd8a9ff4e618886890f23a1,192.168.1.90,3,192.168.1.3,3,3,01/01/1970 07:48:29 AM,3,3,2,0,1,3,0,1,3,3,0,1,2,1,1,0,0,0,2,3,1,0,0,0,0,0,1,3,0,2,,1,,3,2,1,0,0,0,0,2,1,3,3,0,2,2,0,1,1,0,0,0,1,,,,1,2,2,2,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,Audio,Audio
df9890786d502a64ac5560aae071ac21e47e96ce868a6494ab1cd20dfcf1b1cf,192.168.1.70,0,192.168.1.3,3,2,01/01/1970 07:49:18 AM,0,0,0,0,1,1,0,1,3,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,0,,0,0,1,0,1,0,1,1,1,3,3,0,0,0,0,2,0,0,0,0,2,,,,0,1,1,0,0,0,0,1,2,1,4,0,0,0,0,1,1,0,0,0,Audio,Audio
b303ebaf3aa95002b71708edea77572685de762b052305c652f3e9674e36ab27,192.168.1.70,3,192.168.1.3,3,3,01/01/1970 07:49:28 AM,0,3,2,0,0,3,1,0,0,3,0,0,2,2,0,0,1,1,0,3,0,0,2,0,3,1,1,0,0,0,,2,,3,2,0,0,0,4,1,1,2,1,3,0,2,2,1,0,0,0,0,0,0,,,,0,0,0,2,2,2,1,3,0,2,3,2,0,2,2,1,0,0,0,0,Audio,Audio
27679f014ab48b5e96e45cfae7dbd103869944072599b5b7fb22e7a3c6076983,192.168.1.90,0,192.168.1.3,3,0,01/01/1970 07:49:50 AM,3,0,2,0,0,0,0,0,0,2,2,1,0,0,2,1,0,1,1,3,0,0,2,2,3,0,0,3,0,0,,0,0.0,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,2,0,1,,,,0,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Audio,Audio
70b2bfbd70d25fa21e7a7ebb4b9bfdb287da033a638f4b6d9a7e6f10b5133da9,192.168.1.3,0,192.168.1.90,3,2,01/01/1970 07:49:55 AM,3,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,3,1,2,2,0,3,2,2,0,0,2,,0,,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,2,0,0,1,,,,0,0,0,0,1,0,0,0,2,0,4,2,2,2,2,2,0,1,1,0,Audio,Audio
4a0ca7aeadb18a53a94950314695c83d4fc045b1c0ef39e79abd53c1fd8a702b,192.168.1.90,2,192.168.1.3,3,1,01/01/1970 07:50:17 AM,2,1,2,0,1,0,0,0,3,0,0,0,2,1,0,0,1,0,0,2,0,0,0,1,0,0,0,3,0,0,,1,,3,2,0,2,0,4,2,1,1,3,3,0,0,2,0,0,2,0,1,1,0,0.0,0.0,,0,0,0,0,0,1,0,0,2,2,4,0,0,1,0,0,0,2,0,0,Audio,Audio
3a74a9650668deb3f298405a273a6f9b7c37e135e9bcfb3c655bd267bced0617,136.162.16.0,0,255.255.255.1,0,0,01/01/1970 07:50:24 AM,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,3,1,0,0,0,0,1,1,,0,,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,1,0,0,0,0,1,2,0,0,3,3,3,3,0,Audio,Audio
4a0ca7aeadb18a53a94950314695c83d4fc045b1c0ef39e79abd53c1fd8a702b,192.168.1.90,0,192.168.1.3,3,0,01/01/1970 07:51:22 AM,0,0,0,0,1,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,,,,0,0,1,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,Audio,Audio
588d133ba06b7a80a74befeb8498d3aed5d8159d007b7dc7c82777cf5f2ee49d,192.168.1.90,3,192.168.1.3,3,3,01/01/1970 07:51:26 AM,3,3,0,0,2,0,0,0,3,3,1,0,0,1,1,0,0,0,1,3,0,2,1,1,0,1,1,3,0,0,,0,,3,0,1,1,0,4,0,1,2,0,3,2,2,2,0,0,0,1,1,0,1,,0.0,,0,0,0,2,0,2,0,3,0,2,4,0,2,2,0,0,0,1,0,0,Audio,Audio
b303ebaf3aa95002b71708edea77572685de762b052305c652f3e9674e36ab27,192.168.1.70,2,192.168.1.3,0,2,01/01/1970 07:51:28 AM,3,0,2,0,0,2,0,1,3,2,0,1,1,0,0,0,1,2,0,3,1,0,0,0,0,1,0,3,0,2,,0,,3,2,0,2,0,3,0,1,2,2,0,0,2,2,1,1,0,0,1,0,0,0.0,,,0,1,2,2,2,1,0,0,0,2,4,1,1,0,0,0,2,1,2,0,Audio,Audio
27679f014ab48b5e96e45cfae7dbd103869944072599b5b7fb22e7a3c6076983,192.168.1.90,4,192.168.1.3,3,0,01/01/1970 07:51:50 AM,3,1,2,0,0,0,1,1,2,1,2,1,2,2,0,0,0,0,0,3,0,0,2,1,0,0,0,3,0,0,0.0,0,,1,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,2,2,0,0,2,,,,0,1,2,0,0,2,1,0,1,0,0,0,0,2,2,1,0,2,1,0,Audio,Audio
70b2bfbd70d25fa21e7a7ebb4b9bfdb287da033a638f4b6d9a7e6f10b5133da9,192.168.1.3,4,192.168.1.90,3,1,01/01/1970 07:52:00 AM,3,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,3,0,0,3,0,1,1,0,0,0,2,3,0,2,,0,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0.0,,,1,0,2,0,0,0,0,2,0,2,4,1,0,1,2,0,1,0,1,0,Audio,Audio
3a74a9650668deb3f298405a273a6f9b7c37e135e9bcfb3c655bd267bced0617,136.162.16.0,0,255.255.255.1,0,0,01/01/1970 07:52:27 AM,3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,3,3,0,0,3,3,3,0,1,0,0,0,0,0,,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,3,3,0,Audio,Audio
4af2ec12375a3fbe155abcb5b27bbff3dde7c0c194ad425c629bcc815a29e3ae,192.168.1.90,4,192.168.1.3,3,1,01/01/1970 07:53:25 AM,2,0,0,0,1,2,0,0,3,3,1,0,1,1,2,0,0,0,2,0,0,0,0,0,3,0,0,3,0,0,,0,,3,2,0,1,0,0,1,1,0,0,3,0,0,2,0,0,1,0,0,0,0,,0.0,,0,1,0,0,0,0,0,3,2,0,4,0,0,0,0,0,2,0,0,0,Audio,Audio
b303ebaf3aa95002b71708edea77572685de762b052305c652f3e9674e36ab27,192.168.1.70,2,192.168.1.3,3,1,01/01/1970 07:53:28 AM,1,3,0,0,1,0,0,0,3,0,0,1,1,2,0,0,0,2,0,0,0,1,0,0,2,0,0,2,2,2,,0,,2,0,0,0,0,1,0,2,0,3,1,0,1,0,1,0,0,0,1,1,0,,,,0,0,0,2,1,0,2,2,1,1,4,0,1,0,0,0,0,0,0,0,Audio,Audio
aa424fd017fc7045eec5feeb73dd1397db66e2a1a0a58378cbbf114be568ff72,192.168.1.70,3,192.168.1.3,3,1,01/01/1970 07:53:45 AM,2,2,0,0,0,2,0,0,3,3,0,0,0,1,1,0,0,1,0,0,1,0,1,0,3,0,0,3,1,0,,0,,3,0,1,2,0,4,0,0,0,3,3,0,2,0,0,2,0,0,0,1,0,,,,0,0,2,1,0,1,0,3,2,0,4,0,0,0,0,1,1,0,0,0,Audio,Audio
27679f014ab48b5e96e45cfae7dbd103869944072599b5b7fb22e7a3c6076983,192.168.1.90,3,192.168.1.3,3,4,01/01/1970 07:53:50 AM,0,2,2,0,0,0,0,0,3,2,2,1,0,0,0,0,0,2,2,3,2,1,1,1,0,1,0,3,0,0,,0,0.0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,,,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,Audio,Audio
70b2bfbd70d25fa21e7a7ebb4b9bfdb287da033a638f4b6d9a7e6f10b5133da9,192.168.1.3,4,192.168.1.90,3,3,01/01/1970 07:54:04 AM,3,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,1,1,0,3,1,2,0,2,3,2,2,3,2,0,,2,,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,0,0,0,,,,0,1,0,1,0,0,0,0,2,0,0,2,2,2,2,0,2,1,1,0,Audio,Audio
4a48a5d702c988d17ba7c28c7d40cd4ddfcf666e3e7d6ae2f12f12f92326355b,192.168.1.90,4,192.168.1.3,3,1,01/01/1970 07:54:05 AM,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,3,0,0,,0,0.0,3,2,0,0,0,4,0,0,0,3,3,1,0,2,0,0,1,1,0,0,0,,0.0,,0,2,0,2,0,2,1,3,2,2,4,0,0,0,0,0,0,0,0,0,Audio,Audio
f8b20ed51de1ae5a0eba81c1b495b67dbd877d3c0c57a166df27a91a9edc0070,192.168.1.70,2,192.168.1.3,0,2,01/01/1970 07:54:29 AM,2,3,1,1,0,1,1,0,3,3,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,3,0,0,,0,,3,2,0,1,0,0,1,1,0,3,0,0,2,2,0,0,0,0,0,0,0,0.0,,,0,1,1,2,0,2,0,3,0,1,4,1,0,0,0,0,0,0,0,0,Audio,Audio
3a74a9650668deb3f298405a273a6f9b7c37e135e9bcfb3c655bd267bced0617,136.162.16.0,0,255.255.255.1,1,0,01/01/1970 07:54:30 AM,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,3,3,0,0,3,3,0,1,0,0,1,0,0,1,0.0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,0,2,1,0,0,0,0,0,1,0,1,1,2,0,0,3,3,3,0,Audio,Audio
b11d32f6fea0b25abcd89ee3027df3f020970f4a07745ea3b5a1f94eb7c3a63a,192.168.1.90,0,192.168.1.3,3,0,01/01/1970 07:55:02 AM,2,2,0,0,0,2,0,1,3,3,1,1,2,0,0,1,0,1,0,2,0,1,0,0,2,1,0,3,1,0,,0,,3,2,0,1,1,0,0,0,0,0,0,2,0,2,1,1,0,0,0,0,1,,,,0,1,1,0,0,2,0,0,1,1,4,0,0,0,0,0,0,0,1,0,Audio,Audio
0936e371386dda425a5cdf659919bf42cc1c95933cf35f9c899634a4c3541319,192.168.1.70,3,192.168.1.3,3,2,01/01/1970 07:55:02 AM,3,3,2,0,0,2,1,0,2,3,0,0,2,2,0,0,0,0,0,3,0,2,0,0,3,0,1,0,0,0,,0,,0,2,0,3,0,4,0,1,0,1,3,0,0,2,0,0,0,0,0,1,0,,,,0,1,1,0,2,2,1,3,2,2,4,0,0,0,0,0,0,0,0,0,Audio,Audio
27679f014ab48b5e96e45cfae7dbd103869944072599b5b7fb22e7a3c6076983,192.168.1.90,4,192.168.1.3,3,4,01/01/1970 07:55:50 AM,3,2,2,1,2,0,0,2,0,0,2,1,0,0,1,0,1,0,0,3,2,2,0,0,3,0,0,3,1,0,,0,0.0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,2,1,2,2,0,1,2,,,,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,Audio,Audio
a2b8cc1f98be00150a55c3a014d1083bb7e1091237c9bd215b902fa314bbc094,192.168.1.90,4,192.168.1.3,3,3,01/01/1970 07:55:51 AM,3,0,2,1,1,0,0,0,3,3,0,0,1,0,0,0,0,1,2,3,0,1,0,0,3,0,0,3,0,0,0.0,0,,3,2,1,1,0,4,0,0,0,0,3,0,2,2,0,1,0,1,0,0,0,0.0,,,0,1,0,2,0,2,0,0,2,2,0,0,0,0,0,0,0,1,0,0,Audio,Audio
70b2bfbd70d25fa21e7a7ebb4b9bfdb287da033a638f4b6d9a7e6f10b5133da9,192.168.1.3,4,192.168.1.90,0,0,01/01/1970 07:56:05 AM,3,0,0,0,0,0,1,0,1,2,0,0,0,1,0,2,1,0,0,3,0,0,0,0,0,2,2,3,1,2,0.0,0,,1,0,0,0,1,0,1,2,1,0,0,0,2,0,0,0,0,0,1,1,0,,0.0,,1,0,0,1,0,0,0,2,2,0,4,0,0,0,0,0,1,0,0,0,Audio,Audio
